canonical_name,proposed_category,proposed_subcategory,proposed_food_group,proposed_form,proposed_contains_tags,flags,source_count,variants_count,confidence
green tea powder,Coffee & tea,Tea,Beverages,,,,1,1,low
herbal tea,Coffee & tea,Tea,Beverages,,,,1,1,low
herbal tea bags,Coffee & tea,Tea,Beverages,,,,1,1,low
hibiscus tea,Coffee & tea,Tea,Beverages,,,,1,1,low
hot tea,Coffee & tea,Tea,Beverages,,,,1,1,low
jasmine tea,Coffee & tea,Tea,Beverages,,,,1,1,low
lapsang souchong tea,Coffee & tea,Tea,Beverages,,,,1,1,low
lapsang souchong tea leaf,Coffee & tea,Tea,Beverages,,,,1,1,low
loose black tea,Coffee & tea,Tea,Beverages,,,,1,1,low
loose black tea leaf,Coffee & tea,Tea,Beverages,,,,1,1,low
loose green tea,Coffee & tea,Tea,Beverages,,,,1,1,low
loose leaf tea,Coffee & tea,Tea,Beverages,,,,1,1,low
loose tea,Coffee & tea,Tea,Beverages,,,,1,1,low
matcha,Coffee & tea,Tea,Beverages,,,,1,1,low
matcha green tea powder,Coffee & tea,Tea,Beverages,,,,1,1,low
matcha powder,Coffee & tea,Tea,Beverages,,,,1,1,low
oolong tea,Coffee & tea,Tea,Beverages,,,,1,1,low
red tea,Coffee & tea,Tea,Beverages,,,,1,1,low
regular-size tea bags,Coffee & tea,Tea,Beverages,,,,1,1,low
size tea bags,Coffee & tea,Tea,Beverages,,,,1,1,low
strong tea,Coffee & tea,Tea,Beverages,,,,1,1,low
sweet tea,Coffee & tea,Tea,Beverages,,,,1,1,low
tea leaf,Coffee & tea,Tea,Beverages,,,,1,1,low
tea mix,Coffee & tea,Tea,Beverages,,,,1,1,low
teas,Coffee & tea,Tea,Beverages,,,,1,1,low
weak tea,Coffee & tea,Tea,Beverages,,,,1,1,low
white tea,Coffee & tea,Tea,Beverages,,,,1,1,low
lemonade,Juices,Fruit juices,Beverages,,,,3,3,high
clamato,Juices,Fruit juices,Beverages,,,,1,1,low
clamato juice,Juices,Fruit juices,Beverages,,,,1,1,low
concentrate lemonade,Juices,Fruit juices,Beverages,,,,1,1,low
drink mix,Juices,Fruit juices,Beverages,,,,1,1,low
fruit punch,Juices,Fruit juices,Beverages,,,,1,1,low
frzn lemonade,Juices,Fruit juices,Beverages,,,,1,1,low
hawaiian punch,Juices,Fruit juices,Beverages,,,,1,1,low
hawaiian punch drink,Juices,Fruit juices,Beverages,,,,1,1,low
lemonade,Juices,Fruit juices,Beverages,frozen,,,1,1,low
lemonade concentrate,Juices,Fruit juices,Beverages,,,,1,1,low
lemonade drink,Juices,Fruit juices,Beverages,,,,1,1,low
lemonade juice,Juices,Fruit juices,Beverages,,,,1,1,low
lemonade mix,Juices,Fruit juices,Beverages,,,,1,1,low
lemonade mix,Juices,Fruit juices,Beverages,frozen,,,1,1,low
lemonade mix,Juices,Fruit juices,Beverages,powdered,,,1,1,low
lemonade powder,Juices,Fruit juices,Beverages,,,,1,1,low
limeade,Juices,Fruit juices,Beverages,,,,1,1,low
limeade,Juices,Fruit juices,Beverages,frozen,,,1,1,low
limeade concentrate,Juices,Fruit juices,Beverages,,,,1,1,low
limeade concentrate,Juices,Fruit juices,Beverages,frozen,,,1,1,low
pink lemonade,Juices,Fruit juices,Beverages,,,,1,1,low
realemon,Juices,Fruit juices,Beverages,,,,1,1,low
realemon juice,Juices,Fruit juices,Beverages,,,,1,1,low
realemon juice concentrate,Juices,Fruit juices,Beverages,,,,1,1,low
realemon juice from concentrate,Juices,Fruit juices,Beverages,,,,1,1,low
sour mix,Juices,Fruit juices,Beverages,,,,1,1,low
sparkling lemonade,Juices,Fruit juices,Beverages,,,,1,1,low
sweet sour mix,Juices,Fruit juices,Beverages,,,,1,1,low
vegetable juice,Juices,Fruit juices,Beverages,,,,1,1,low
vegetable juice cocktail,Juices,Fruit juices,Beverages,,,,1,1,low
nectar,Juices,Fruit nectars,Beverages,,,,1,1,low
nectar juice,Juices,Fruit nectars,Beverages,,,,1,1,low
bouillon,Prepared soups & broths,Broths & stocks,Beverages,,,,2,2,high
cheese soup,Prepared soups & broths,Broths & stocks,Beverages,,,cheese-not-dairy,2,2,high
meat broth,Prepared soups & broths,Broths & stocks,Beverages,,,,2,2,high
nacho cheese soup,Prepared soups & broths,Broths & stocks,Beverages,,,cheese-not-dairy,2,2,high
soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,3,3,high
vegetable soup,Prepared soups & broths,Broths & stocks,Beverages,,,,2,2,high
alphabet soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bases,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
boiling broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
boiling vegetable stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bone broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon better,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon cube,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon cubes,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon granules,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon powder,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
bouillon soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
broth from,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
brown stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
brown veal stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
brownie base,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
chinese soup stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
chix broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
clear broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
condensed cheese soup,Prepared soups & broths,Broths & stocks,Beverages,,,cheese-not-dairy,1,1,low
condensed consomme,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
condensed nacho cheese soup,Prepared soups & broths,Broths & stocks,Beverages,,,cheese-not-dairy,1,1,low
condensed soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
consomme,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
consomme soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
court bouillon,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
creamed soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
custard base,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
dry knorr vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
dry soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
dry vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
empty soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
fiesta nacho cheese soup,Prepared soups & broths,Broths & stocks,Beverages,,,cheese-not-dairy,1,1,low
fish broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
fish stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
fluid ounces vegetable stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
giblet broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
green pea soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
hot broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
hot stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
knorr's vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
light stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
light vegetable stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
meat stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
minestrone soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
mixed soup vegetables,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
noodle soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
oreo base,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
pea soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
poultry stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
ramen noodle soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
ramen soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
recipe secrets vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
reserved broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
rich broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
seafood broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
seafood stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
shellfish stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
soup bone,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
soup meat,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
soup stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
soup vegetables,Prepared soups & broths,Broths & stocks,Beverages,frozen,,,1,1,low
stock powder,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
stock vegetable,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
stock veggie,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
swiss vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
veal broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
veal stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
veg broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable base,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable bouillon,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable bouillon cube,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable bouillon cubes,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable bouillon granules,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable bouillon powder,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable broth powder,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable recipe soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable soup mix,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable stock base,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable stock cube,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable stock cubes,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetable stock powder,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
vegetarian broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
veggie broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
veggie stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
verde soup,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
warm broth,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
white stock,Prepared soups & broths,Broths & stocks,Beverages,,,,1,1,low
eggnog,Soft drinks,Dairy beverages,Beverages,,,,2,2,high
cold eggnog,Soft drinks,Dairy beverages,Beverages,,,,1,1,low
seltzer,Soft drinks,Soft drinks,Beverages,,,,2,2,high
soda water,Soft drinks,Soft drinks,Beverages,,,,2,2,high
sparkling water,Soft drinks,Soft drinks,Beverages,,,,3,3,high
sprite,Soft drinks,Soft drinks,Beverages,,,,2,2,high
club soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
coca cola,Soft drinks,Soft drinks,Beverages,,,,1,1,low
coca-cola,Soft drinks,Soft drinks,Beverages,,,,1,1,low
coca-cola classic,Soft drinks,Soft drinks,Beverages,,,,1,1,low
coke,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cokes,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cola beverage,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cola drink,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cola soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cola soft drink,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cold club soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cold seltzer,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cold seltzer water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cold soda water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
cold sparkling water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
dew,Soft drinks,Soft drinks,Beverages,,,,1,1,low
dew soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
fluid ounces club soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
fluid soda water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
fluid sparkling water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
liters club soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
liters sprite,Soft drinks,Soft drinks,Beverages,,,,1,1,low
plain soda water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
seltzer water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
sparkling mineral water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
sparkling soda water,Soft drinks,Soft drinks,Beverages,,,,1,1,low
sprite soda,Soft drinks,Soft drinks,Beverages,,,,1,1,low
braggs,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
ketjap manis,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
nama shoyu,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
shoyu,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind concentrate,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind juice,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind liquid,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind pods,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind pulp,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
tamarind water,Condiments & sauces,Asian sauces,Condiments & sauces,,,,1,1,low
curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,4,4,high
curry masala,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
curry oil,Condiments & sauces,Curry pastes,Condiments & sauces,,,oil-not-fats,1,1,low
curry roux,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
curry spice,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
green curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
indian curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
panang curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
red curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
red thai curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
sweet curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
thai green curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
thai red curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
yellow curry,Condiments & sauces,Curry pastes,Condiments & sauces,,,,1,1,low
tapenade,Condiments & sauces,Herb sauces,Condiments & sauces,,,,1,1,low
sambal,Condiments & sauces,Hot sauces,Condiments & sauces,,,,1,1,low
sambal olek,Condiments & sauces,Hot sauces,Condiments & sauces,,,,1,1,low
mentsuyu,Condiments & sauces,Japanese pantry,Condiments & sauces,,,,1,1,low
picante,Condiments & sauces,Mexican pastes,Condiments & sauces,,,,1,1,low
pico de gallo,Condiments & sauces,Mexican pastes,Condiments & sauces,,,,1,1,low
verde,Condiments & sauces,Mexican pastes,Condiments & sauces,,,,1,1,low
gravy,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,2,2,high
achiote paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
aji amarillo paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
black sesame paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
caribbean jerk marinade,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
chinese sesame paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
country gravy,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
fajita marinade,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
fruit puree,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
gravy browning,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
gravy ingredients,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
gravy master,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
gravy powder,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
hickory flavored liquid smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
hickory liquid smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
hickory-flavored liquid smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
laksa paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
liquid gravy browner,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
liquid hickory smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
liquid smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
marinade ingredients,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
meat tenderizer,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
mesquite marinade,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
mojo marinade,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
pea puree,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
praline paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
puree,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
quince paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
seasoned meat tenderizer,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
sesame paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
tamarind puree,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
tandoori paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
tenderizer,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
teriyaki marinade,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
tikka paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
tomatoe paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
unseasoned meat tenderizer,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
vanilla paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
white sesame paste,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
wright's liquid smoke,Condiments & sauces,Mixed condiments,Condiments & sauces,,,,1,1,low
coarse-grained dijon,Condiments & sauces,Mustards,Condiments & sauces,,,,1,1,low
poupon,Condiments & sauces,Mustards,Condiments & sauces,,,,1,1,low
poupon harvest coarse,Condiments & sauces,Mustards,Condiments & sauces,,,,1,1,low
salad dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,5,5,high
vinaigrette,Condiments & sauces,Salad dressings,Condiments & sauces,,,,3,3,high
asian dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
asian sesame dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
asian vinaigrette,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
asian-style dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
balsamic dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
balsamic salad dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
balsamic vinaigrette,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
balsamic vinaigrette dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
balsamic vinaigrette salad dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
basic vinaigrette,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
catalina dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
classic balsamic vinaigrette,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
classic catalina dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
cole slaw dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
coleslaw dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dressing crumbs,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dressing family,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dressing ingredients,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dressing of choice,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dressing powder,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
dry hidden valley dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
fat dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
french dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
french salad dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
green goddess salad dressing,Condiments & sauces,Salad dressings,Condiments & sauces,,,,1,1,low
